@relation MyTestRelation

@attribute class {joy,trust,vigour,anger,confusion,fear,anticipation,depression,surprise,fatigue,tension,disgust}			
@attribute tweetcontent string

@data
joy,'Fuck trump!\n\nTrump tells Guaido’s wife he will ‘fix’ crisis in Venezuela\nhttps://t.co/kP0MK8O6ZX'
joy,'RT @ArsenalFC_fl: You wouldn\'t say no to this transfer! ?\n\nIt couldn\'t happen... could it?\n\nhttps://t.co/I5A6tOfkot'
joy,'RT @CofekRebranded: Why consumption of recycled alcoholic spirits has reached crisis level in Kenya #ConsumerVoice @NACADAKenya @KEBS_ke ht…'
trust,'RT @NicolleDWallace: I’m grateful to have had the job “getting the shit kicked out of me” for as many years as I had it. Trumps “war on the…'
vigour,'RT @beccalew: in light of the news that the christchurch shooter had direct financial ties to the identitarian movement, here\'s a quick thr…'
joy,'RT @AndrewPollackFL: I would arm the lunch ladies and crossing guards if they could pass 144 hours of intense training\n\nAnyone who wouldn’t…'
joy,'Thousands of California families living in RVs as exorbitant rents leave many facing homelessness | Daily Mail Online https://t.co/qkvpJylVZc'
joy,'RT @alx: READ: The Prosecution\'s Case Against Jussie Smollett\n\n• Materials purchased morning of attack (Video Evidence)\n\n• Check From Smoll…'
joy,'is it bad that i haven’t missed twitter, i only got it back to keep up with news n tours ??'
joy,'RT @JamesFallows: Just in case everyone doesn’t already know this, the person who personally blocked a bipartisan warning about Russian int…'
joy,'RT @relationshi2_: https://t.co/yrY34SNOvT'
joy,'@roberttcu12 @amanduh37604 @Pauliethespy @CBSThisMorning @staceyabrams California has a huge surplus and is the 6th largest economy in the world.  Like I said, stop believing the false narrative of Fox News and get the real facts. ?'
joy,'RT @ddale8: Trump made 57 false claims last week. He made 28 in a speech to workers at an Ohio tank factory. He got fact-checked by a cathe…'
joy,'@GMB @piersmorgan @susannareid100 If the news comments saying Piers Morgan had a night of passion with his Co star Suzanna  ill take her to fekking Spec savers meself  ????'
joy,'RT @donald_j_putin: Trump’s spiritual adviser (mega-church pastor Paula White): relationship with president is ‘assignment’ from God. Da; t…'
joy,'RT @Patriots: .@jerod_mayo51 announces his return to the #Patriots - this time as a member of the coaching staff: https://t.co/4pMk5pFyQo h…'
depression,'Wow this evidence pretty much spells out that #JussieSmolett is guilty of a hoax yet he didn\'t get a slap on the wrist but a pat on the back smh  https://t.co/3FuJGvjMvz'
joy,'FDA warns of \'serious threat to human and animal health\' in 3 lots of Darwin\'s Natural dog food https://t.co/QeQjqzyEDJ'
joy,'RT @___go_for_it___: ?????????????????\n???1?????????????????????\n?????????????????????????????????????(???) - Y!???? https://t.co/MYGN7Mx5JU'
joy,https://t.co/Gwt7NcUWIt
joy,'RT @RealJamesWoods: Brian Stelter cautioned by CNN colleague Steve Cortes: \'Don\'t disrespect the cops\' in Smollett case | Fox News https://…'
joy,'Good news!!! https://t.co/52ffXihOM9'
joy,'RT @insight_co_kr: ???? ???? ?? ? https://t.co/gSaMZW9ogM'
joy,https://t.co/VQMCEDjZCP
joy,'@PrideOfDetroit This is exactly the no news Snacks was talking about.'
joy,'RT @PakistanUpdate9: ???? ?? ?? ?? ?????? ??? ?? ???? ?? ??? ?????? ???? ??? ?? ????? ???, ?? ?? 98 ???? ???? ?? ?? ???? ?????? ???? ??\n\n#P…'
joy,'\"Outrageous abdication\" for EU govts: Diminished “Operation Sophia” abandons refugees & migrants to reckless Libyan Coast Guard\n\nhttps://t.co/AQfe0h7frY'
joy,'RT @relationshi2_: https://t.co/jOs8OT0yyD'
joy,'?????? ???????????? ??????????? ???????? 30 ????????? ????????: ??????? ??????? ???? ? ?????? ?????? ?????? https://t.co/gbcMmtKyxa'
joy,'RT @tayyar_org: ?????? ?? ???????? ?????? ???????? ??????? ??????? ????? ??? ????? ????? https://t.co/P4mScfUxAc https://t.co/Cbyj5PEK8g'
joy,'RT @Card007Teri: Theresa May is ‘totally devoid of the basic human skills’ to be a political leader, claims European Parliament leader. May…'
joy,'RT @SkyNews: The sister of an MP who was murdered during the Brexit campaign says political abuse has worsened since the EU referendum http…'
surprise,'RT @CovUnitedLFC: NEWS | We are excited to announce the launch of our brand new junior section. \n\nRead more and register here ?? https://t.…'
joy,'@sepromenere Hard facts...\nhttps://t.co/8CR1MUtp7B'
joy,'@StandUp4Brexit @BillCashMP Bill Cash CONFRONTS Theresa May on \'UNLAWFUL\' Brexit delay – \'publish legal advice\'  \n\n\"The Prime Minister refuses to answer whether she sought the Attorney General\'s advice on the extension of Article 50\" - @BillCashMP  \n\nhttps://t.co/qULMFHOmSc'
joy,'RT @pqpolitics: But don’t forget what happened between #JussieSmollett\'s report and his indictment: The Police Department of a violent city…'
joy,'RT @PeterCronau: “If the material is so significant a danger to national security if disclosed, then the result should be that the proceedi…'
joy,'RT @UNTnews: #UNT art students are making sculptures and collecting pet supplies to donate to the Linda McNatt Animal Care Center in Denton…'
joy,'RT @MuslimYouthUSA: In Islam, we believe all places of faith are sacred and deserve the same respect. We stand together, here are #MuslimYo…'
joy,'RT @350Canada: The Trudeau government has once again chosen to side with big business over people and Indigenous rights. #StopAltonGas http…'
joy,'RT @carmic3: People are dying in our filthy hospitals due to mould infections yet those posturing pansies think it is more important to vot…'
joy,'RT @SecNielsen: Last month @DHSgov apprehended more than 75,000 illegal migrants at the border, a 12-year high. This month, we\'re on track…'
joy,'RT @business: Want to get your child into an Ivy League college? Start by spending $50,000 on kindergarten https://t.co/nHx1bL64va https://…'
joy,'@MajorPoonia @BJP4India @narendramodi Who made him major ...#loser \nWhy spreading fake news\n *******????????****major ?'
joy,'RT @Variety: Facebook Will Start Banning White Nationalists, Separatists https://t.co/mXfwsNey19'
joy,'RT @BillCashMP: The Prime Minister refuses to answer whether she sought the Attorney General\'s advice on the extension of Article 50 https:…'
joy,'RT @bcbluecon: “To accuse him of being anti-charter is just, frankly, it’s stupid and it’s also insulting.” https://t.co/uTe8THaQox https:/…'
joy,'RT @RenukaJain6: Congratulations \n\nThe manufacturer of 80 20 scheme. Father of Nirav Modi wants to come back. \n\nRaghuram Rajan says he will…'
joy,'The Florida Department of Transportation has announced the results of a PD&E study on the widening of U.S. 90 through downtown Milton. \n\nFDOT Spokesman Ian Satter confirms this video depicts the proposed recommended alternative,... https://t.co/nmwvkH4D3a'
trust,'RT @BBCPolitics: \"Consider the consequences for trust in politics if this House forces an outcome on the people that they no longer desire.…'
joy,'RT @suavelos_fr: ?? Jawad Bendaoud condamné à un an de prison pour menaces de mort contre une victime des attentats du 13 novembre https://…'
joy,'Knife crime: Concerned mum launches petition to bring back youth clubs https://t.co/4oVtVLGrE5'
joy,'@ObinnachrisAgbo @BashirAhmaad For all of Saying GEJ was an Achiever, news flash he didnt do shit.'
joy,'Endless Space 2 : La mise à jour gratuite Boue et Boulot est disponible https://t.co/MisHZS9uAG via @JVCom'
joy,'Breaking news from RCW: High Court hands the SEC a victory in case tied to misleading e-mails: https://t.co/1ILqXaqVby https://t.co/1ILqXaqVby'
joy,'Behind Opposition’s sting video: London firm, Romanian director, and one Catherine https://t.co/jh80kfZy7P'
joy,'Moooove over, store-bought beef — there\'s a new cow in central Labrador\nhttps://t.co/z2eAk0aFN0'
joy,'RT @enews: Khloé Kardashian says her \"family was ruined\" after Tristan Thompson and Jordyn Woods\' cheating scandal: https://t.co/rDFYABKtk2…'
joy,'RT @matteosalvinimi: Per i vermi violentatori di #Catania che hanno stuprato una turista nessuno sconto: certezza della pena e castrazione…'
joy,'RT @OANN: Are you tired of the mainstream media only reporting fake news? It\'s time to make the switch to One America News Network -- hard-…'
joy,'Their country their rules.\nIf you are so inclined do not go there.\nSimples \n\nGay sex punishable by stoning to death in Brunei under new Sharia laws https://t.co/QmxyMbzNYi @MailOnline'
joy,'One of the suspects said they needed the victim to withdraw $30,000 from the bank to claim the phony $5.6 million jackpot https://t.co/v7PNc5353T'
joy,'RT @GovMikeHuckabee: Thanks @realDonaldTrump      Trump Taps Jon Voight, Mike Huckabee for Kennedy Center Board https://t.co/kzWSkj7KN2 via…'
joy,'RT @alx: READ: The Prosecution\'s Case Against Jussie Smollett\n\n• Materials purchased morning of attack (Video Evidence)\n\n• Check From Smoll…'
joy,'@WhiteHouse You know get your financial news from “the hayride”?\n??????????'
joy,'RT @THICJ00N: OF ALL MY TWEETS THAT COULD MAKE A NEWS ARTICLE THEY CHOSE THIS IM DEACTIVATING https://t.co/vPlYoIRHdH'
joy,'RT @DanHowdle: “I can’t allow someone to come on my programme to disseminate information that will kill children, you do understand” - Is t…'
joy,'RT @RyanAFournier: Boom...\n\nFox News Caves, Officially Ends Judge Jeanine Pirro’s Suspension https://t.co/2OnQCPkLEb'
joy,'RT @teleSURtv: Muere paramédico palestino en ataque israelí a #Cisjordania ocupada https://t.co/Ua82rbv06O\n\nEl voluntario de 17 años es el…'
joy,'RT @todayng: ASUU presents 20 issues before federal government as re-negotiation resumes https://t.co/gMLA2pi5rQ'
joy,'RT @LaliceThailand: ?????????????? 23 ????? ?????? [????? BLACKPINK] ???? \"#AceLalisaDay \"\nhttps://t.co/zR8DBK5uCD\n#BLACKPINK #LISA #LALISA…'
joy,'RT @hye0127: ???? ????? ????? ?? 2???\n-??? ????? ?? ?????? ?????? ?? ?\n-?? ?? ??? ??? ???? ??? ?? ??\n-??? ?? ??? ???? ?? ???? ??\n\n-->> ???…'
joy,'RT @NME: Listen to the first taste of @BTS_twt’s ‘Map Of The Soul: Persona’ in new comeback trailer https://t.co/NYS1KHK6tZ https://t.co/UM…'
joy,'RT @Patriots: .@jerod_mayo51 announces his return to the #Patriots - this time as a member of the coaching staff: https://t.co/4pMk5pFyQo h…'
joy,'@neo_crypto @brave Hi Crpyto Neo, #MeWe makes Facebook obsolete! At MeWe our members are customers to serve, NEVER data to share or sell. MeWe is social done right. No ads, no targeting, no spyware, no newsfeed manipulation, NO BS. #DeleteFacebook #Privacy https://t.co/unpgEDmCuJ'
joy,'RT @aalokelab: At 300 kms, satellite was a low earth orbit satellite. Their speeds can be close to 30,000 km/hr (~8.3 km/s) ! A bullet trai…'
joy,'RT @BBCNorthEast: EXCLUSIVE: @BBCScotlandNews learns preferred buyer found for Arjowiggins Stoneywood paper mill in Aberdeen which employs…'
joy,'RT @Khashoggiat: ???? ????? ??? ?????? #????_??????.. ????? ??????? ????? ??? 300 ????? ????? ?????? !\n\nhttps://t.co/xXwFF9hHH8 …'
joy,'#TheresaMay says she will resign as prime minister if it means her #Brexit deal passes https://t.co/rP1tpSUDXx'
joy,'RT @GamingEthos: Just a taste of the level of detail and quality we are bringing to Samurai Zero\'s World! https://t.co/C6L7BadPQ7'
joy,'RT @TVietor08: Great news from @facebook. Credit to them for taking action. I hope that @Twitter and @YouTube will follow suit and make the…'
joy,'@realDonaldTrump @FoxNews That’s great news. Now if Fix would bring back Jeanine Pirro all would be great ?'
joy,'RT @theatermania: PIX: @DoreenTaylor & @iamazudi preview off-Broadway\'s @SincerelyOscar ? https://t.co/ZwEtQYDEkV https://t.co/EExLioPC4J'
joy,'They should also links where they can get assistance with mental health https://t.co/6s67Q7O6YX'
joy,'RT @IISD_SDGs: UNU-INWEH Launches Online Tool for SDG 6 Planning\n\n@UNUINWEH #SDG6 #WorldWaterDay https://t.co/2SF7e3O9CJ'
joy,'More people will die because of tRump!\nTrump administration puts Obamacare in crosshairs https://t.co/hGy2CljVsx via @YahooNews'
joy,'RT @telegramdotcom: @WPI grad speaker will be Ellen Stofan of the Smithsonian National Air and Space Museum. Full lineup of Central Mass. g…'
joy,'RT @workdesignmag: How To Build Culture Through Office Design, And Other Industry News --> https://t.co/HRQdHHGsPI  #workdesign https://t.c…'
joy,'@Shorouk_News ????? ???? ?? ??????? ????? ??????? ????? ?? ????? ?? ?? ???'
joy,'RT @Cointelegraph: Kraken makes 2FA mandatory and launches security labs\nhttps://t.co/Vxljwam4IX'
joy,'RT @wanpakutenshi: ????“???????”????????? \n\n?????????????????????????????????????????????????????????????????????????????????????…\n\n???????…'
joy,'RT @olympicchannel: Gymnast @katelyn_ohashi gained 50k followers in a matter of minutes after the internet discovered her routine?.\n\nListen…'
joy,'RT @mmpadellan: Betsy DeVos has a $40M yacht.\n\nBetsy DeVos\' family has 10 of these.\n\nBetsy DeVos cut funding for the $18M Special Olympics,…'
joy,'RT @NELFT: As @HSJEditor said \"That two mental health trusts in one of the most challenging parts of the country have recorded such signifi…'
joy,'@Cernovich @JackPosobiec Breaking News?'
joy,'The Media’s Russia ‘Bombshells’ Look Even Worse Now That Mueller Found No Collusion https://t.co/FpqGDY8QSV via @dailycaller'
joy,'RT @RyanAFournier: Boom...\n\nFox News Caves, Officially Ends Judge Jeanine Pirro’s Suspension https://t.co/2OnQCPkLEb'
trust,'@ByronYork But trump is the one chilling freedom of the press.  Why is it always democrats that actually do things that actually attack the press?   Trump is excoriated for saying fake news is the enemy of the people,  meanwhile Obama spied on the AP and James Rosen and now this. https://t.co/YvNBDMe5TG'
joy,'RT @MENnewsdesk: What are MPs actually voting on tonight? And what does it mean for Brexit? https://t.co/3ec6F8vLYF'
joy,'RT @ahmedspiker: https://t.co/IFzYltyvEb\n#MDPNoonGotheh\n#Majilis2019'
joy,'Just in case you have ever wondered...\nhttps://t.co/VsuDCilFA5'
joy,'RT @davewiner: Google and Facebook giving $300 million each to fund local journalism will imho not do anything to grow local journalism. Pr…'
joy,'She is ridiculous. She OWNED herself! She did it all to herself.?? \'I\'M NOT OWNED!\': Ocasio-Cortez Gets Mocked After Her Green New Deal Fails In Senate Vote | Daily Wire https://t.co/dPyJD4p0Ui'
joy,'Expect money to flow into emerging markets: B Prasanna, ICICI Bank: Talking about global markets, Prasanna said… https://t.co/GV3lHdmheT'
joy,'RT @modelpress: ???????????????????????????? #???? ????????\n\nhttps://t.co/7nLw5XReyN'
joy,'We’ve been waiting patiently to share this news with you...\n\nThis summer, we’ll be presenting #OutwittingtheDevil in the prestigious Cour d’Honneur @FestivalAvignon! We’ll be amongst some of the world’s most remarkable theatre makers and we are elated! >https://t.co/IPlstudHts https://t.co/pkGkeZrIpM'
joy,'RT @PrasadKarwa: Those who are saying WHY #PMMODI IS TAKING THE CREDIT? Let me give a point by point rebuttal. #MissionShakti #ASAT #DRDO #…'
joy,'RT @BillCashMP: The Prime Minister refuses to answer whether she sought the Attorney General\'s advice on the extension of Article 50 https:…'
vigour,'RT @beccalew: in light of the news that the christchurch shooter had direct financial ties to the identitarian movement, here\'s a quick thr…'
joy,'RT @seraralei: After reading the news of Cadence of Hyrule, I went to play Crypt of the NecroDancer, which is super fun?\nI can\'t wait the C…'
joy,'With FII flows coming in, we expect rupee to remain buoyant: Angel Broking: There has been a marked improvement in… https://t.co/SfvBxVUx5y'
joy,'RT @RoxetteMabellon: U.K. Home Office \n\n\"Christianity not peaceful\"\n\nThey used this ridiculous argument to reject an Iranian  asylum seeker…'
